config_index,K_hartree
0,0.0002136933556899579
1,0.00021370067101590882
2,0.0002136760946174745
3,0.00021367501069956363
4,0.00021368542127623918
5,0.00021367530142586441
6,0.00021364503322669504
7,0.000213695264521325
8,0.00021363137678484292
9,0.00021366096304375098
10,0.0002136795866297556
11,0.00021365876870861085
12,0.0002136555945572596
13,0.0002136399720214558
14,0.00021371645803782427
15,0.0002137058562130252
16,0.00021368143628416251
17,0.0002136968928416849
18,0.00021367697971637716
19,0.0002136562034719796
20,0.00021372610539599545
21,0.00021369894866792255
22,0.000213632533833674
23,0.00021365304913808193
24,0.00021362446154192866
25,0.00021366235216984755
26,0.000213663673063698
27,0.00021369619965098128
28,0.00021371193365372855
29,0.0002136870912064241
30,0.00021367619767680013
31,0.00021367176163611008
32,0.00021366201840954238
33,0.00021370300138386414
34,0.0002136653635258226
35,0.00021368305657490814
36,0.0002136762687601904
37,0.00021368289951983704
38,0.00021367966076256124
39,0.00021366334410886969
40,0.00021370936363296366
41,0.00021368330255993245
42,0.00021369839506891753
43,0.00021369135125588073
44,0.00021370033716418477
45,0.00021367072084884446
46,0.00021369355424899738
47,0.0002137031578757733
48,0.0002136726876658681
49,0.00021371798565665584
50,0.00021365142979432218
51,0.00021366767952447807
52,0.0002136893728457011
53,0.00021363903423224327
54,0.00021366768225617274
55,0.00021370129392379416
56,0.00021366138592460518
57,0.0002136482570724479
58,0.0002136689093057112
59,0.00021369162620407813
60,0.00021369269226538713
61,0.00021366051617938695
62,0.00021369373651867308
63,0.00021367456793618863
64,0.00021364549905855936
65,0.0002136333856519528
66,0.00021370156364650578
67,0.00021364913693238804
68,0.0002136888356061859
69,0.0002136819816658478
70,0.000213699555136226
71,0.00021366349478793323
72,0.0002136976661021382
73,0.0002136711208725872
74,0.00021365625597387993
75,0.0002136302992673345
76,0.0002136426953571317
77,0.0002136852130271296
78,0.000213727811989811
79,0.00021368609227397884
80,0.00021366806377761633
81,0.00021365680617521675
82,0.00021366191239556744
83,0.00021367309518491968
84,0.00021367340150072543
85,0.00021368017493444746
86,0.0002136397908513265
87,0.00021368893461860326
88,0.0002136821294536398
89,0.00021369111821566502
90,0.00021370281763759372
91,0.00021367571936855718
92,0.00021367829521925727
93,0.00021365504559248908
94,0.00021367158659630405
95,0.00021367422986293694
96,0.00021367158682240119
97,0.0002136678018988966
98,0.0002137055876907663
99,0.0002137150834085769
100,0.0002137151640062353
101,0.0002136583095059841
102,0.00021370015254544987
103,0.00021368452815327953
104,0.00021368503175030366
105,0.000213672626441346
106,0.000213684760874512
107,0.0002136960418399434
108,0.00021367658724289875
109,0.00021370232240233703
110,0.0002136807078380989
111,0.0002136705949331534
112,0.00021367010835428746
113,0.0002136567853635414
114,0.00021367951168662584
115,0.0002136820454070043
116,0.00021368309916232356
117,0.00021367320012141244
118,0.0002136572967798048
119,0.00021367243395588111
120,0.00021370829795982064
121,0.00021365032978238883
122,0.0002137253016024313
123,0.00021364793993235287
124,0.0002136659995491645
125,0.0002136983923108369
126,0.00021365649429935782
127,0.000213642778087558
128,0.00021369428054899913
129,0.00021370001053017535
130,0.0002137129413785772
131,0.00021367807839734251
132,0.0002136790483454276
133,0.0002136782305251345
134,0.00021371175759573617
135,0.00021371631410402228
136,0.00021361784776725018
137,0.00021367144960408364
138,0.00021366324587773267
139,0.000213684096573414
140,0.0002136637338012814
141,0.00021371354252105784
142,0.00021369130384247932
143,0.00021370290819410504
144,0.00021370036513746485
145,0.00021364382340068936
146,0.0002136939342292148
147,0.00021367530142586441
148,0.00021364449292448368
149,0.00021369198247351475
150,0.00021369488624723202
151,0.000213694983941246
152,0.00021368952683667463
153,0.00021366402403400297
154,0.00021368001585491458
155,0.00021371742379023393
156,0.000213686304174221
157,0.0002137169665285396
158,0.0002136766373777964
159,0.00021368631046342636
160,0.00021367441420440747
161,0.0002137161423572376
162,0.0002137032172919996
163,0.00021366463463200948
164,0.000213701806857005
165,0.00021365592282176414
166,0.00021369356025964734
167,0.0002136787247260363
168,0.00021364811730796926
169,0.0002136473007307775
170,0.000213663673063698
171,0.00021370162751272343
172,0.00021368631046342636
173,0.0002136650328326141
174,0.00021367003405531836
175,0.000213667347558706
176,0.00021365584794200149
177,0.00021364329818587596
178,0.00021364825875036533
179,0.0002136607648988744
180,0.00021368016307105422
181,0.00021371357915955254
182,0.0002136670912744186
183,0.00021368030569822127
184,0.00021372419512198442
185,0.00021367084892713712
186,0.00021364529809879214
187,0.0002136915730870454
188,0.00021368458577488236
189,0.0002136831779136351
190,0.00021370227554548302
191,0.00021367995412440347
192,0.0002136710079671975
193,0.0002136938349249986
194,0.0002137049061062627
195,0.00021368464271480015
196,0.0002136773814424881
197,0.00021362848953512822
198,0.0002136906058161555
199,0.00021367684106785758
200,0.00021365867092998676
201,0.00021367161142547584
202,0.00021368561217046457
203,0.00021367438004105948
204,0.00021370028086247357
205,0.0002136600158612247
206,0.00021367087945938746
207,0.0002136682877007746
208,0.00021366902782157712
209,0.0002136692331551077
210,0.00021366969920703498
211,0.0002136896777353221
212,0.00021371740428479972
213,0.00021368654330383612
214,0.00021368384199293652
215,0.0002137152309654532
216,0.00021368193025034566
217,0.00021364942159235464
218,0.00021369758132070785
219,0.00021364332787808613
220,0.0002136929575444602
221,0.00021367808243902639
222,0.0002136909890167216
223,0.0002136790019405113
224,0.0002137044860708561
225,0.00021369087520558758
226,0.00021366670601979742
227,0.0002136779880164778
228,0.00021364591803281396
229,0.0002136970771345553
230,0.00021368516744770896
231,0.00021371198171603662
232,0.00021370814166210114
233,0.000213645452646224
234,0.0002136833553503682
235,0.00021362563681769737
236,0.0002136641305088333
237,0.0002136564976732817
238,0.0002136709320445025
239,0.0002136710221106264
240,0.000213688983183846
241,0.00021365093068822746
242,0.0002137043971927275
243,0.00021367965822509673
244,0.0002137007370808534
245,0.00021370485195408828
246,0.00021370895326265364
247,0.00021369673617272432
248,0.00021370150430618083
249,0.000213672283923416
250,0.0002136545073041312
251,0.00021365639174424504
252,0.00021368886082066328
253,0.0002136723298448636
254,0.0002137031578757733
255,0.00021369358757054041
256,0.00021367696705971366
257,0.00021367900152673944
258,0.00021370697455838622
259,0.0002136892437859232
260,0.0002136386659894283
261,0.00021370988487484714
262,0.0002136700502849598
263,0.00021365361125821227
264,0.00021368672090461775
265,0.0002136857522285198
266,0.00021369150910109978
267,0.0002136770812555571
268,0.00021367282806449163
269,0.00021369954202122432
270,0.00021367920186431968
271,0.0002136874536393123
272,0.00021369403125169966
273,0.0002137053936908245
274,0.0002136737626585178
275,0.00021365165121571807
276,0.00021367213413825704
277,0.00021368424679800378
278,0.00021367713972522058
279,0.00021369068755796742
280,0.00021365076181646878
281,0.00021370089933373538
282,0.00021365104996939324
283,0.00021370187830753467
284,0.00021368138456641275
285,0.00021367721424887773
286,0.0002136840610122364
287,0.00021369806728390781
288,0.00021366230790940003
289,0.00021368003345132485
290,0.00021367444973314584
291,0.0002136968054343581
292,0.00021369752334690666
293,0.00021365602664575044
294,0.00021370800534723858
295,0.00021370485195408828
296,0.00021369231449433658
297,0.0002136872269955325
298,0.0002136752230349199
299,0.00021371017529988993
300,0.0002137173197430139
301,0.0002136796943343262
302,0.0002137129972402999
303,0.00021367412758612126
304,0.00021371031832484778
305,0.0002136560770668949
306,0.0002137121687291268
307,0.00021369348194235794
308,0.0002137178754834198
309,0.00021365938118957686
310,0.00021371723941892337
311,0.00021364687371903642
312,0.00021368886082066328
313,0.00021367577781996537
314,0.00021369270303970282
315,0.00021366601510000244
316,0.00021369178649165163
317,0.00021362848953512822
318,0.00021365565641513987
319,0.00021371061608384677
320,0.00021366884766271216
321,0.00021370232982971963
322,0.00021366022720209683
323,0.00021366557286782496
324,0.00021368684781841661
325,0.0002136874443610831
326,0.0002136702803415043
327,0.00021370670696313336
328,0.0002136939493943253
329,0.00021366699774609066
330,0.00021369224153745863
331,0.00021368546396731162
332,0.00021367727363138066
333,0.00021371520174185774
334,0.00021367978499328737
335,0.0002136636153969728
336,0.00021368395870788342
337,0.00021365485194332914
338,0.00021369729414405752
339,0.0002136622657553681
340,0.0002136896949315663
341,0.0002136596178092791
342,0.00021366800623532958
343,0.00021368792466505652
344,0.0002136740914704941
345,0.00021369938990819457
346,0.00021361715541224458
347,0.0002136773814424881
348,0.00021366824667164353
349,0.00021369544080863844
350,0.00021372263991973473
351,0.00021368424574539144
352,0.00021365257073143858
353,0.0002137119567615802
354,0.00021367248159192954
355,0.0002136479213645571
356,0.00021367532175665293
357,0.0002136770324532574
358,0.00021366900469499834
359,0.00021371122063381623
360,0.00021369324895680332
361,0.00021371069467862873
362,0.00021365639631283157
363,0.0002136679468589061
364,0.00021367687558413137
365,0.00021367390698224755
366,0.00021369025731535598
367,0.00021370225155089556
368,0.00021368002918716083
369,0.00021369954202122432
370,0.00021368522505293072
371,0.00021369937475902516
372,0.00021369167374474384
373,0.00021370088564096106
374,0.00021369784804762328
375,0.00021369391728317245
376,0.0002136419160223952
377,0.00021367536917464978
378,0.00021365991889609276
379,0.0002136496526433618
380,0.00021369024197920455
381,0.00021362466422187096
382,0.00021370521097812051
383,0.00021368426780176585
384,0.00021364101944729017
385,0.0002137101031291568
386,0.0002136620641739347
387,0.00021368819729453189
388,0.00021369304357384978
389,0.00021370101479034815
390,0.00021369623061552096
391,0.00021369243969373845
392,0.0002136675933683099
393,0.00021367139694563353
394,0.0002136845857958269
395,0.00021369429491858283
396,0.0002136825903399683
397,0.00021369347553149717
398,0.00021369397652146467
399,0.00021369179954484454
400,0.00021365831592267832
401,0.0002136292172190289
402,0.00021366919207238102
403,0.00021367172203006892
404,0.00021369817423642687
405,0.00021369053147891431
406,0.00021365773154088052
407,0.00021366193694680096
408,0.00021365974682157382
409,0.0002136641000924228
410,0.00021368614455773166
411,0.00021368667930442587
412,0.00021364479023713317
413,0.0002136863893182708
414,0.0002136740885896006
415,0.00021371119015511908
416,0.0002136591854758142
417,0.0002136571394285308
418,0.00021365450788782573
419,0.00021366474622135944
420,0.00021369020037563172
421,0.00021364353705585062
422,0.00021365612093949432
423,0.00021368659794573035
424,0.0002136699300464885
425,0.00021366145758134404
426,0.0002137066681994407
427,0.0002136838056178117
428,0.00021363670491671792
429,0.00021368193025034566
430,0.0002136738355914068
431,0.00021368372945985382
432,0.00021367447723669178
433,0.0002136683745576299
434,0.00021369244101616434
435,0.0002137018261265751
436,0.00021369220562892673
437,0.00021368990622835045
438,0.00021367865297697408
439,0.00021366315071951996
440,0.00021368852592222205
441,0.00021369446364788162
442,0.00021365262687028303
443,0.0002136991861985716
444,0.00021361857250714228
445,0.0002136591944906189
446,0.00021362877953028976
447,0.00021367579219014272
448,0.00021364343769446876
449,0.00021367547944691745
450,0.00021366294697105476
451,0.00021368289979564815
452,0.0002136765043426736
453,0.00021366793498534507
454,0.00021368526160246208
455,0.00021369749996566788
456,0.0002136714218438161
457,0.00021367118534740197
458,0.00021368241316627095
459,0.0002137033371725008
460,0.00021365303151821798
461,0.00021370354820922398
462,0.00021368745706076578
463,0.00021366006160442256
464,0.0002136987089593937
465,0.00021369649010635883
466,0.00021363416147041257
467,0.00021366993958158806
468,0.0002136310097243341
469,0.00021366464895673505
470,0.00021365720804167389
471,0.0002136905627480793
472,0.00021368289979564815
473,0.00021369915969239554
474,0.00021368861497277498
475,0.00021368338401259293
476,0.00021366287818882365
477,0.00021368362184065394
478,0.00021367565823330982
479,0.0002136916583319382
480,0.00021366391826631656
481,0.0002136634602242979
482,0.00021364073812011613
483,0.00021363102740020172
484,0.0002136999916831296
485,0.00021369798694815962
486,0.00021368606229281575
487,0.0002136704345347849
488,0.00021368107356546848
489,0.00021365234138928755
490,0.00021367954302604322
491,0.00021367191162132947
492,0.00021368884885505864
493,0.00021370633504825442
494,0.00021367393184949308
495,0.00021369249605079115
496,0.00021366956386383466
497,0.00021367812768077657
498,0.00021366905610465937
499,0.0002136951004129555
500,0.00021371739994630992
501,0.00021368990652480418
502,0.00021367558156320157
503,0.0002136780328819677
504,0.00021370528084396005
505,0.00021363348366147745
506,0.00021367832188085676
507,0.00021371671828826274
508,0.00021365012136206207
509,0.00021369851698398035
510,0.0002136890434692596
511,0.00021369262010981002
512,0.00021364305168180466
513,0.00021368367093590145
514,0.00021367423769028904
515,0.00021361687144706072
516,0.00021369816913153954
517,0.00021370951066486792
518,0.0002137015518543293
519,0.00021371596854486482
520,0.00021367891241782318
521,0.0002136851783376958
522,0.0002137062428370352
523,0.0002136721070554711
524,0.00021366797208439677
525,0.00021367798263837093
526,0.0002137034022507072
527,0.0002136919797534029
528,0.00021369075165296288
529,0.00021368262312055738
530,0.00021366062154419362
531,0.00021367927153654977
532,0.0002136876641285947
533,0.00021367501157915634
534,0.00021366866353779372
535,0.00021368283324492876
536,0.00021371153758689487
537,0.0002136512741610015
538,0.0002136999619343989
539,0.0002137039527398392
540,0.0002136775074344272
541,0.000213694045157729
542,0.00021364249447837215
543,0.00021368305382007513
544,0.0002136559892911385
545,0.00021366731814302542
546,0.00021366344089164356
547,0.0002137047346501116
548,0.00021366620486125616
549,0.0002136544022978805
550,0.0002136782196774807
551,0.0002136956668053035
552,0.00021362891307820944
553,0.00021368988104766625
554,0.0002136828775778947
555,0.00021366980918988783
556,0.0002136839983002371
557,0.00021368206751502325
558,0.00021369432051113923
559,0.00021370253180679315
560,0.0002136479213645571
561,0.00021368012271712308
562,0.00021367265108168654
563,0.0002136758286744767
564,0.0002136818750347474
565,0.0002136733841294011
566,0.00021362615553919078
567,0.0002136612038880422
568,0.00021366002634666626
569,0.00021371739994630992
570,0.00021366195664711837
571,0.0002136628304374344
572,0.00021369084371470243
573,0.00021368582634908483
574,0.00021366053786297506
575,0.000213682902175005
576,0.00021368213434090776
577,0.00021366894451447968
578,0.0002136942762828302
579,0.00021367104977010603
580,0.0002137173687088636
581,0.00021368668733412165
582,0.00021368454126576055
583,0.0002136832036763469
584,0.000213697915781112
585,0.00021368513681931323
586,0.00021365180970670268
587,0.00021369436896379135
588,0.00021370362451321847
589,0.0002136601078228712
590,0.00021367559330177447
591,0.00021369588577035406
592,0.00021361710746363075
593,0.00021364939151305424
594,0.00021368911151795257
595,0.00021364307667926956
596,0.00021369492031105095
597,0.0002136315713592979
598,0.00021370027621090513
599,0.00021369406695328103
600,0.00021368279804940117
601,0.0002137082342868503
602,0.0002136732602771211
603,0.00021368569725891431
604,0.00021368853802987151
605,0.00021365136388273135
606,0.00021364557117752617
607,0.0002136549847364189
608,0.00021366953000099057
609,0.00021363169196169328
610,0.00021366033625458262
611,0.00021368247901574534
612,0.0002136730611607411
613,0.0002136849647733849
614,0.00021367722065174615
615,0.0002137308273209158
616,0.00021369839506891753
617,0.00021368466588614392
618,0.0002136878088934726
619,0.0002136892809753847
620,0.00021366814237391984
621,0.00021368976314648864
622,0.0002136733549153583
623,0.00021367495202985178
624,0.00021367324951698796
625,0.00021370500779505685
626,0.00021369624909207036
627,0.0002136866679274883
628,0.00021368283153270365
